,Fund,Fund Description,Chart Section Level 1,Chart Section Level 2,Agency,Agency Description,Organization,Organization Description,Activity,Activity Description,Function,Function Description,Account,Account Description,Total Indicator,Balance Forward,YTD Debits,YTD Credits,Ending Balance,Prior Year YTD Balance
7177,0042,Water Supply System,EXPENSES,,046,Systems Planning,8500,System Planning,1000,Administration,,,1200,Temporary Pay,N,0,1219475,12414,1207061,1453505
7178,0042,Water Supply System,EXPENSES,,046,Systems Planning,8500,System Planning,1000,Administration,,,1401,Overtime Paid-Permanent,N,0,0,0,0,6369
7179,0042,Water Supply System,EXPENSES,,046,Systems Planning,8500,System Planning,1000,Administration,,,1721,Annual Sick Leave Payout,N,0,23119,0,23119,21604
7180,0042,Water Supply System,EXPENSES,,046,Systems Planning,8500,System Planning,1000,Administration,,,1741,Longevity Pay,N,0,33000,0,33000,27000
7181,0042,Water Supply System,EXPENSES,,046,Systems Planning,8500,System Planning,1000,Administration,,,1751,Benefit Waiver Pay,N,0,181741,0,181741,152962
7182,0042,Water Supply System,EXPENSES,,046,Systems Planning,8500,System Planning,1000,Administration,,,1800,Equipment Allowance,N,0,467060,0,467060,491260
7183,0042,Water Supply System,EXPENSES,,046,Systems Planning,8500,System Planning,1000,Administration,,,1820,Uniform Allowance,N,0,1500,0,1500,1500
7184,0042,Water Supply System,EXPENSES,,046,Systems Planning,8500,System Planning,1000,Administration,,,2100,Professional Services,N,0,0,0,0,46200
7185,0042,Water Supply System,EXPENSES,,046,Systems Planning,8500,System Planning,1000,Administration,,,2216,Cable TV/Broadcast Service,N,0,13186,0,13186,13078
7186,0042,Water Supply System,EXPENSES,,046,Systems Planning,8500,System Planning,1000,Administration,,,2240,Telecommunications,N,0,42497,0,42497,41658
7187,0042,Water Supply System,EXPENSES,,046,Systems Planning,8500,System Planning,1000,Administration,,,2410,Rent City Vehicles,N,0,2893,83300,-80407,-286899
7188,0042,Water Supply System,EXPENSES,,046,Systems Planning,8500,System Planning,1000,Administration,,,2420,Rent Outside Vehicles/Mileage,N,0,3317,0,3317,0
7189,0042,Water Supply System,EXPENSES,,046,Systems Planning,8500,System Planning,1000,Administration,,,2421,Fleet Maintenance & Repair,N,0,122488,0,122488,150012
7190,0042,Water Supply System,EXPENSES,,046,Systems Planning,8500,System Planning,1000,Administration,,,2422,Fleet Fuel,N,0,26274,0,26274,39078
7191,0042,Water Supply System,EXPENSES,,046,Systems Planning,8500,System Planning,1000,Administration,,,2423,Fleet Depreciation,N,0,208800,0,208800,208800
7192,0042,Water Supply System,EXPENSES,,046,Systems Planning,8500,System Planning,1000,Administration,,,2424,Fleet Management,N,0,13600,0,13600,12000
7193,0042,Water Supply System,EXPENSES,,046,Systems Planning,8500,System Planning,1000,Administration,,,2430,Contracted Services,N,0,0,0,0,149187
7194,0042,Water Supply System,EXPENSES,,046,Systems Planning,8500,System Planning,1000,Administration,,,2500,Printing,N,0,96855,0,96855,58126
7195,0042,Water Supply System,EXPENSES,,046,Systems Planning,8500,System Planning,1000,Administration,,,2660,Software Maintenance,N,0,0,0,0,50000
7196,0042,Water Supply System,EXPENSES,,046,Systems Planning,8500,System Planning,1000,Administration,,,2700,Conference Training & Travel,N,0,186716,0,186716,371592
7197,0042,Water Supply System,EXPENSES,,046,Systems Planning,8500,System Planning,1000,Administration,,,2702,Educational Reimbursement,N,0,50683,0,50683,50880
7198,0042,Water Supply System,EXPENSES,,046,Systems Planning,8500,System Planning,1000,Administration,,,2908,Background Check/Drug Screen,N,0,5760,0,5760,4000
7199,0042,Water Supply System,EXPENSES,,046,Systems Planning,8500,System Planning,1000,Administration,,,3400,Materials & Supplies,N,0,60341,221,60120,97089
7200,0042,Water Supply System,EXPENSES,,046,Systems Planning,8500,System Planning,1000,Administration,,,3440,"Property Plant & Equipment < $5,000",N,0,79116,0,79116,281940
7201,0042,Water Supply System,EXPENSES,,046,Systems Planning,8500,System Planning,1000,Administration,,,3700,Purchasing Card-Pass Thru,N,0,0,0,0,15000
7202,0042,Water Supply System,EXPENSES,,046,Systems Planning,8500,System Planning,1000,Administration,,,4220,Life Insurance,N,0,45363,570,44793,48815
7203,0042,Water Supply System,EXPENSES,,046,Systems Planning,8500,System Planning,1000,Administration,,,4230,Medical Insurance,N,0,2130231,25378,2104853,2105847
7204,0042,Water Supply System,EXPENSES,,046,Systems Planning,8500,System Planning,1000,Administration,,,4234,Disability Insurance,N,0,33348,614,32734,29851
7205,0042,Water Supply System,EXPENSES,,046,Systems Planning,8500,System Planning,1000,Administration,,,4237,Retiree Health Savings Account,N,0,39000,0,39000,66000
7206,0042,Water Supply System,EXPENSES,,046,Systems Planning,8500,System Planning,1000,Administration,,,4238,Veba Funding,N,0,3216800,0,3216800,3454400
7207,0042,Water Supply System,EXPENSES,,046,Systems Planning,8500,System Planning,1000,Administration,,,4239,Retiree Medical Insurance,N,0,320800,0,320800,0
7208,0042,Water Supply System,EXPENSES,,046,Systems Planning,8500,System Planning,1000,Administration,,,4240,Workers Comp,N,0,224800,0,224800,188000
7209,0042,Water Supply System,EXPENSES,,046,Systems Planning,8500,System Planning,1000,Administration,,,4250,Social Security-Employer,N,0,1661816,17824,1643992,1546527
7210,0042,Water Supply System,EXPENSES,,046,Systems Planning,8500,System Planning,1000,Administration,,,4259,Retirement Contribution,N,0,5068800,0,5068800,5050400
7211,0042,Water Supply System,EXPENSES,,046,Systems Planning,8500,System Planning,1000,Administration,,,4270,Dental Insurance,N,0,244257,3134,241123,220651
7212,0042,Water Supply System,EXPENSES,,046,Systems Planning,8500,System Planning,1000,Administration,,,4280,Optical Insurance,N,0,28281,361,27920,23426
7213,0042,Water Supply System,EXPENSES,,046,Systems Planning,8500,System Planning,1000,Administration,,,4300,Dues & Licenses,N,0,82000,0,82000,65000
7214,0042,Water Supply System,EXPENSES,,046,Systems Planning,8500,System Planning,1000,Administration,,,4423,Transfer To IT Fund,N,0,8878400,0,8878400,8971200
7215,0042,Water Supply System,EXPENSES,,046,Systems Planning,8500,System Planning,1000,Administration,,,4440,Unemployment Compensation,N,0,100429,0,100429,119068
7216,0042,Water Supply System,EXPENSES,,046,Systems Planning,8500,System Planning,1000,Administration,,,,,Y,0,44981839,372815,44609024,43683467
7217,0042,Water Supply System,EXPENSES,,046,Systems Planning,8500,System Planning,7019,Public Engagement,,,1100,Permanent Time Worked,N,0,5893,0,5893,0
7218,0042,Water Supply System,EXPENSES,,046,Systems Planning,8500,System Planning,7019,Public Engagement,,,3400,Materials & Supplies,N,0,2339,0,2339,0
7219,0042,Water Supply System,EXPENSES,,046,Systems Planning,8500,System Planning,7019,Public Engagement,,,4220,Life Insurance,N,0,10,0,10,0
7220,0042,Water Supply System,EXPENSES,,046,Systems Planning,8500,System Planning,7019,Public Engagement,,,4230,Medical Insurance,N,0,1331,0,1331,0
7221,0042,Water Supply System,EXPENSES,,046,Systems Planning,8500,System Planning,7019,Public Engagement,,,4234,Disability Insurance,N,0,17,0,17,0
7222,0042,Water Supply System,EXPENSES,,046,Systems Planning,8500,System Planning,7019,Public Engagement,,,4250,Social Security-Employer,N,0,450,0,450,0
7223,0042,Water Supply System,EXPENSES,,046,Systems Planning,8500,System Planning,7019,Public Engagement,,,4270,Dental Insurance,N,0,121,0,121,0
7224,0042,Water Supply System,EXPENSES,,046,Systems Planning,8500,System Planning,7019,Public Engagement,,,4280,Optical Insurance,N,0,13,0,13,0
7225,0042,Water Supply System,EXPENSES,,046,Systems Planning,8500,System Planning,7019,Public Engagement,,,,,Y,0,10174,0,10174,0
7226,0042,Water Supply System,EXPENSES,,046,Systems Planning,8500,System Planning,,,,,,,Y,0,44992013,372815,44619198,43683467
7227,0042,Water Supply System,EXPENSES,,046,Systems Planning,,,,,,,,,Y,0,44992013,372815,44619198,43683467
7228,0042,Water Supply System,EXPENSES,,061,Field Operations,6100,Field,1000,Administration,,,1100,Permanent Time Worked,N,0,4126440,42039,4084401,3620795
7229,0042,Water Supply System,EXPENSES,,061,Field Operations,6100,Field,1000,Administration,,,1102,Other Paid Time Off,N,0,29671,0,29671,0
7230,0042,Water Supply System,EXPENSES,,061,Field Operations,6100,Field,1000,Administration,,,1103,Other Paid City Business,N,0,7974,0,7974,0
7231,0042,Water Supply System,EXPENSES,,061,Field Operations,6100,Field,1000,Administration,,,1121,Vacation Used,N,0,378501,0,378501,410462
7232,0042,Water Supply System,EXPENSES,,061,Field Operations,6100,Field,1000,Administration,,,1141,Personal Leave Used,N,0,66441,3398,63043,66504
7233,0042,Water Supply System,EXPENSES,,061,Field Operations,6100,Field,1000,Administration,,,1151,Sick Time Used,N,0,120044,2923,117121,104287
7234,0042,Water Supply System,EXPENSES,,061,Field Operations,6100,Field,1000,Administration,,,1161,Holiday,N,0,322457,0,322457,288446
7235,0042,Water Supply System,EXPENSES,,061,Field Operations,6100,Field,1000,Administration,,,1200,Temporary Pay,N,0,39959,7734,32225,7200
7236,0042,Water Supply System,EXPENSES,,061,Field Operations,6100,Field,1000,Administration,,,1401,Overtime Paid-Permanent,N,0,69667,0,69667,27171
7237,0042,Water Supply System,EXPENSES,,061,Field Operations,6100,Field,1000,Administration,,,1721,Annual Sick Leave Payout,N,0,24149,0,24149,23503
7238,0042,Water Supply System,EXPENSES,,061,Field Operations,6100,Field,1000,Administration,,,1741,Longevity Pay,N,0,24000,0,24000,24000
7239,0042,Water Supply System,EXPENSES,,061,Field Operations,6100,Field,1000,Administration,,,1751,Benefit Waiver Pay,N,0,16473,0,16473,6300
7240,0042,Water Supply System,EXPENSES,,061,Field Operations,6100,Field,1000,Administration,,,1800,Equipment Allowance,N,0,79110,0,79110,65030
7241,0042,Water Supply System,EXPENSES,,061,Field Operations,6100,Field,1000,Administration,,,2100,Professional Services,N,0,125127,0,125127,45600
7242,0042,Water Supply System,EXPENSES,,061,Field Operations,6100,Field,1000,Administration,,,2240,Telecommunications,N,0,138442,0,138442,62872
7243,0042,Water Supply System,EXPENSES,,061,Field Operations,6100,Field,1000,Administration,,,2420,Rent Outside Vehicles/Mileage,N,0,15001,0,15001,6672
7244,0042,Water Supply System,EXPENSES,,061,Field Operations,6100,Field,1000,Administration,,,2421,Fleet Maintenance & Repair,N,0,49967,0,49967,0
7245,0042,Water Supply System,EXPENSES,,061,Field Operations,6100,Field,1000,Administration,,,2430,Contracted Services,N,0,0,0,0,3800
7246,0042,Water Supply System,EXPENSES,,061,Field Operations,6100,Field,1000,Administration,,,2700,Conference Training & Travel,N,0,252097,0,252097,0
7247,0042,Water Supply System,EXPENSES,,061,Field Operations,6100,Field,1000,Administration,,,2702,Educational Reimbursement,N,0,0,0,0,80431
7248,0042,Water Supply System,EXPENSES,,061,Field Operations,6100,Field,1000,Administration,,,2951,Employee Recognition,N,0,0,0,0,16286
7249,0042,Water Supply System,EXPENSES,,061,Field Operations,6100,Field,1000,Administration,,,3100,Postage,N,0,3539,0,3539,0
7250,0042,Water Supply System,EXPENSES,,061,Field Operations,6100,Field,1000,Administration,,,3300,Uniforms & Accessories,N,0,108604,0,108604,0
7251,0042,Water Supply System,EXPENSES,,061,Field Operations,6100,Field,1000,Administration,,,3400,Materials & Supplies,N,0,12492,0,12492,991
7252,0042,Water Supply System,EXPENSES,,061,Field Operations,6100,Field,1000,Administration,,,4220,Life Insurance,N,0,14053,142,13911,12583
7253,0042,Water Supply System,EXPENSES,,061,Field Operations,6100,Field,1000,Administration,,,4230,Medical Insurance,N,0,772636,7723,764913,810661
7254,0042,Water Supply System,EXPENSES,,061,Field Operations,6100,Field,1000,Administration,,,4234,Disability Insurance,N,0,5086,64,5022,4104
7255,0042,Water Supply System,EXPENSES,,061,Field Operations,6100,Field,1000,Administration,,,4237,Retiree Health Savings Account,N,0,15600,0,15600,45300
7256,0042,Water Supply System,EXPENSES,,061,Field Operations,6100,Field,1000,Administration,,,4238,Veba Funding,N,0,797600,0,797600,776000
7257,0042,Water Supply System,EXPENSES,,061,Field Operations,6100,Field,1000,Administration,,,4240,Workers Comp,N,0,37500,0,37500,24700
7258,0042,Water Supply System,EXPENSES,,061,Field Operations,6100,Field,1000,Administration,,,4250,Social Security-Employer,N,0,389481,4209,385272,348563
7259,0042,Water Supply System,EXPENSES,,061,Field Operations,6100,Field,1000,Administration,,,4259,Retirement Contribution,N,0,1336000,0,1336000,1491200
7260,0042,Water Supply System,EXPENSES,,061,Field Operations,6100,Field,1000,Administration,,,4260,Insurance Premiums,N,0,482400,0,482400,215200
7261,0042,Water Supply System,EXPENSES,,061,Field Operations,6100,Field,1000,Administration,,,4270,Dental Insurance,N,0,77463,830,76633,72554
7262,0042,Water Supply System,EXPENSES,,061,Field Operations,6100,Field,1000,Administration,,,4280,Optical Insurance,N,0,8281,90,8191,7520
7263,0042,Water Supply System,EXPENSES,,061,Field Operations,6100,Field,1000,Administration,,,4300,Dues & Licenses,N,0,143573,0,143573,17100
7264,0042,Water Supply System,EXPENSES,,061,Field Operations,6100,Field,1000,Administration,,,4423,Transfer To IT Fund,N,0,12580800,0,12580800,14431200
7265,0042,Water Supply System,EXPENSES,,061,Field Operations,6100,Field,1000,Administration,,,4440,Unemployment Compensation,N,0,27605,169,27436,21430
7266,0042,Water Supply System,EXPENSES,,061,Field Operations,6100,Field,1000,Administration,,,,,Y,0,22698233,69321,22628912,23138465
7267,0042,Water Supply System,EXPENSES,,061,Field Operations,6100,Field,1100,Fringe Benefits,,,4239,Retiree Medical Insurance,N,0,11552800,0,11552800,8445600
7268,0042,Water Supply System,EXPENSES,,061,Field Operations,6100,Field,1100,Fringe Benefits,,,,,Y,0,11552800,0,11552800,8445600
7269,0042,Water Supply System,EXPENSES,,061,Field Operations,6100,Field,1372,Revolving Supply,,,3700,Purchasing Card-Pass Thru,N,0,0,0,0,29387
7270,0042,Water Supply System,EXPENSES,,061,Field Operations,6100,Field,1372,Revolving Supply,,,3900,Inventory/Cost Of Goods Sold,N,0,0,0,0,2141863
7271,0042,Water Supply System,EXPENSES,,061,Field Operations,6100,Field,1372,Revolving Supply,,,,,Y,0,0,0,0,2171250
7272,0042,Water Supply System,EXPENSES,,061,Field Operations,6100,Field,4500,Engineering - Others,,,1100,Permanent Time Worked,N,0,1626768,24616,1602152,581066
7273,0042,Water Supply System,EXPENSES,,061,Field Operations,6100,Field,4500,Engineering - Others,,,1121,Vacation Used,N,0,116925,0,116925,38623
7274,0042,Water Supply System,EXPENSES,,061,Field Operations,6100,Field,4500,Engineering - Others,,,1141,Personal Leave Used,N,0,36924,0,36924,0
7275,0042,Water Supply System,EXPENSES,,061,Field Operations,6100,Field,4500,Engineering - Others,,,1151,Sick Time Used,N,0,9231,0,9231,17826
7276,0042,Water Supply System,EXPENSES,,061,Field Operations,6100,Field,4500,Engineering - Others,,,1161,Holiday,N,0,135388,0,135388,23768
7277,0042,Water Supply System,EXPENSES,,061,Field Operations,6100,Field,4500,Engineering - Others,,,1800,Equipment Allowance,N,0,13200,0,13200,0
7278,0042,Water Supply System,EXPENSES,,061,Field Operations,6100,Field,4500,Engineering - Others,,,2100,Professional Services,N,0,0,0,0,2218
7279,0042,Water Supply System,EXPENSES,,061,Field Operations,6100,Field,4500,Engineering - Others,,,2410,Rent City Vehicles,N,0,0,0,0,16051
7280,0042,Water Supply System,EXPENSES,,061,Field Operations,6100,Field,4500,Engineering - Others,,,2420,Rent Outside Vehicles/Mileage,N,0,9212,0,9212,0
7281,0042,Water Supply System,EXPENSES,,061,Field Operations,6100,Field,4500,Engineering - Others,,,4220,Life Insurance,N,0,3008,42,2966,1123
7282,0042,Water Supply System,EXPENSES,,061,Field Operations,6100,Field,4500,Engineering - Others,,,4230,Medical Insurance,N,0,288486,4254,284232,110236
7283,0042,Water Supply System,EXPENSES,,061,Field Operations,6100,Field,4500,Engineering - Others,,,4234,Disability Insurance,N,0,3299,70,3229,1126
7284,0042,Water Supply System,EXPENSES,,061,Field Operations,6100,Field,4500,Engineering - Others,,,4237,Retiree Health Savings Account,N,0,24000,0,24000,0
7285,0042,Water Supply System,EXPENSES,,061,Field Operations,6100,Field,4500,Engineering - Others,,,4238,Veba Funding,N,0,0,0,0,413600
7286,0042,Water Supply System,EXPENSES,,061,Field Operations,6100,Field,4500,Engineering - Others,,,4240,Workers Comp,N,0,20700,0,20700,20100
7287,0042,Water Supply System,EXPENSES,,061,Field Operations,6100,Field,4500,Engineering - Others,,,4250,Social Security-Employer,N,0,146847,1856,144991,49952
7288,0042,Water Supply System,EXPENSES,,061,Field Operations,6100,Field,4500,Engineering - Others,,,4259,Retirement Contribution,N,0,508800,0,508800,517600
7289,0042,Water Supply System,EXPENSES,,061,Field Operations,6100,Field,4500,Engineering - Others,,,4270,Dental Insurance,N,0,26189,386,25803,9390
7290,0042,Water Supply System,EXPENSES,,061,Field Operations,6100,Field,4500,Engineering - Others,,,4280,Optical Insurance,N,0,2798,42,2756,973
7291,0042,Water Supply System,EXPENSES,,061,Field Operations,6100,Field,4500,Engineering - Others,,,4440,Unemployment Compensation,N,0,7437,0,7437,1361
7292,0042,Water Supply System,EXPENSES,,061,Field Operations,6100,Field,4500,Engineering - Others,,,,,Y,0,2979212,31266,2947946,1805013
7293,0042,Water Supply System,EXPENSES,,061,Field Operations,6100,Field,6210,Operations,,,1100,Permanent Time Worked,N,0,4907201,39590,4867611,4355873
7294,0042,Water Supply System,EXPENSES,,061,Field Operations,6100,Field,6210,Operations,,,1121,Vacation Used,N,0,198646,0,198646,308149
7295,0042,Water Supply System,EXPENSES,,061,Field Operations,6100,Field,6210,Operations,,,1131,Comp Time Used,N,0,145280,0,145280,141760
7296,0042,Water Supply System,EXPENSES,,061,Field Operations,6100,Field,6210,Operations,,,1141,Personal Leave Used,N,0,79360,0,79360,75237
7297,0042,Water Supply System,EXPENSES,,061,Field Operations,6100,Field,6210,Operations,,,1151,Sick Time Used,N,0,256274,0,256274,167518
7298,0042,Water Supply System,EXPENSES,,061,Field Operations,6100,Field,6210,Operations,,,1161,Holiday,N,0,314770,3270,311500,314511
7299,0042,Water Supply System,EXPENSES,,061,Field Operations,6100,Field,6210,Operations,,,1401,Overtime Paid-Permanent,N,0,370546,2724,367822,425878
7300,0042,Water Supply System,EXPENSES,,061,Field Operations,6100,Field,6210,Operations,,,1601,Severance Pay,N,0,127845,0,127845,0
7301,0042,Water Supply System,EXPENSES,,061,Field Operations,6100,Field,6210,Operations,,,1741,Longevity Pay,N,0,30000,0,30000,30000
7302,0042,Water Supply System,EXPENSES,,061,Field Operations,6100,Field,6210,Operations,,,1800,Equipment Allowance,N,0,81620,0,81620,87780
7303,0042,Water Supply System,EXPENSES,,061,Field Operations,6100,Field,6210,Operations,,,1820,Uniform Allowance,N,0,10000,0,10000,10000
7304,0042,Water Supply System,EXPENSES,,061,Field Operations,6100,Field,6210,Operations,,,2330,Radio Maintenance,N,0,110400,0,110400,141600
7305,0042,Water Supply System,EXPENSES,,061,Field Operations,6100,Field,6210,Operations,,,2331,Radio System Service Charge,N,0,1075200,0,1075200,1280800
7306,0042,Water Supply System,EXPENSES,,061,Field Operations,6100,Field,6210,Operations,,,2410,Rent City Vehicles,N,0,0,16735281,-16735281,-8339730
7307,0042,Water Supply System,EXPENSES,,061,Field Operations,6100,Field,6210,Operations,,,2421,Fleet Maintenance & Repair,N,0,6927545,0,6927545,6743994
7308,0042,Water Supply System,EXPENSES,,061,Field Operations,6100,Field,6210,Operations,,,2422,Fleet Fuel,N,0,928688,0,928688,1925447
7309,0042,Water Supply System,EXPENSES,,061,Field Operations,6100,Field,6210,Operations,,,2423,Fleet Depreciation,N,0,5210400,0,5210400,166400
7310,0042,Water Supply System,EXPENSES,,061,Field Operations,6100,Field,6210,Operations,,,2424,Fleet Management,N,0,478400,0,478400,504800
7311,0042,Water Supply System,EXPENSES,,061,Field Operations,6100,Field,6210,Operations,,,2430,Contracted Services,N,0,13950,0,13950,21000
7312,0042,Water Supply System,EXPENSES,,061,Field Operations,6100,Field,6210,Operations,,,2700,Conference Training & Travel,N,0,249000,0,249000,368230
7313,0042,Water Supply System,EXPENSES,,061,Field Operations,6100,Field,6210,Operations,,,3100,Postage,N,0,0,0,0,119
7314,0042,Water Supply System,EXPENSES,,061,Field Operations,6100,Field,6210,Operations,,,3300,Uniforms & Accessories,N,0,0,0,0,115140
7315,0042,Water Supply System,EXPENSES,,061,Field Operations,6100,Field,6210,Operations,,,3400,Materials & Supplies,N,0,20370,0,20370,90079
7316,0042,Water Supply System,EXPENSES,,061,Field Operations,6100,Field,6210,Operations,,,3440,"Property Plant & Equipment < $5,000",N,0,30000,0,30000,0
7317,0042,Water Supply System,EXPENSES,,061,Field Operations,6100,Field,6210,Operations,,,4220,Life Insurance,N,0,13819,116,13703,14594
7318,0042,Water Supply System,EXPENSES,,061,Field Operations,6100,Field,6210,Operations,,,4230,Medical Insurance,N,0,842492,6730,835762,851389
7319,0042,Water Supply System,EXPENSES,,061,Field Operations,6100,Field,6210,Operations,,,4234,Disability Insurance,N,0,1643,18,1625,951
7320,0042,Water Supply System,EXPENSES,,061,Field Operations,6100,Field,6210,Operations,,,4238,Veba Funding,N,0,1021600,0,1021600,1179200
7321,0042,Water Supply System,EXPENSES,,061,Field Operations,6100,Field,6210,Operations,,,4240,Workers Comp,N,0,191200,0,191200,187200
7322,0042,Water Supply System,EXPENSES,,061,Field Operations,6100,Field,6210,Operations,,,4250,Social Security-Employer,N,0,485506,3340,482166,436089
7323,0042,Water Supply System,EXPENSES,,061,Field Operations,6100,Field,6210,Operations,,,4259,Retirement Contribution,N,0,1358400,0,1358400,1420800
7324,0042,Water Supply System,EXPENSES,,061,Field Operations,6100,Field,6210,Operations,,,4270,Dental Insurance,N,0,76355,610,75745,71391
7325,0042,Water Supply System,EXPENSES,,061,Field Operations,6100,Field,6210,Operations,,,4280,Optical Insurance,N,0,8164,65,8099,7396
7326,0042,Water Supply System,EXPENSES,,061,Field Operations,6100,Field,6210,Operations,,,4300,Dues & Licenses,N,0,0,0,0,23300
7327,0042,Water Supply System,EXPENSES,,061,Field Operations,6100,Field,6210,Operations,,,4424,Transfer To Maintenance Facilities,N,0,2888000,0,2888000,2837600
7328,0042,Water Supply System,EXPENSES,,061,Field Operations,6100,Field,6210,Operations,,,4440,Unemployment Compensation,N,0,24913,0,24913,21345
7329,0042,Water Supply System,EXPENSES,,061,Field Operations,6100,Field,6210,Operations,,,,,Y,0,28477587,16791744,11685843,15985840
7330,0042,Water Supply System,EXPENSES,,061,Field Operations,6100,Field,7010,Customer Service,,,1100,Permanent Time Worked,N,0,8228976,88560,8140416,7294174
7331,0042,Water Supply System,EXPENSES,,061,Field Operations,6100,Field,7010,Customer Service,,,1102,Other Paid Time Off,N,0,69232,0,69232,23816
7332,0042,Water Supply System,EXPENSES,,061,Field Operations,6100,Field,7010,Customer Service,,,1121,Vacation Used,N,0,796696,0,796696,692316
7333,0042,Water Supply System,EXPENSES,,061,Field Operations,6100,Field,7010,Customer Service,,,1141,Personal Leave Used,N,0,96704,0,96704,102376
7334,0042,Water Supply System,EXPENSES,,061,Field Operations,6100,Field,7010,Customer Service,,,1151,Sick Time Used,N,0,479889,0,479889,386863
7335,0042,Water Supply System,EXPENSES,,061,Field Operations,6100,Field,7010,Customer Service,,,1161,Holiday,N,0,569276,0,569276,442960
7336,0042,Water Supply System,EXPENSES,,061,Field Operations,6100,Field,7010,Customer Service,,,1401,Overtime Paid-Permanent,N,0,959964,0,959964,1043666
7337,0042,Water Supply System,EXPENSES,,061,Field Operations,6100,Field,7010,Customer Service,,,1601,Severance Pay,N,0,0,0,0,116529
7338,0042,Water Supply System,EXPENSES,,061,Field Operations,6100,Field,7010,Customer Service,,,1741,Longevity Pay,N,0,180000,0,180000,60000
7339,0042,Water Supply System,EXPENSES,,061,Field Operations,6100,Field,7010,Customer Service,,,1800,Equipment Allowance,N,0,143000,0,143000,105900
7340,0042,Water Supply System,EXPENSES,,061,Field Operations,6100,Field,7010,Customer Service,,,1820,Uniform Allowance,N,0,20000,0,20000,20000
7341,0042,Water Supply System,EXPENSES,,061,Field Operations,6100,Field,7010,Customer Service,,,2100,Professional Services,N,0,3450,0,3450,0
7342,0042,Water Supply System,EXPENSES,,061,Field Operations,6100,Field,7010,Customer Service,,,2240,Telecommunications,N,0,10740,0,10740,43895
7343,0042,Water Supply System,EXPENSES,,061,Field Operations,6100,Field,7010,Customer Service,,,2410,Rent City Vehicles,N,0,1818818,0,1818818,303314
7344,0042,Water Supply System,EXPENSES,,061,Field Operations,6100,Field,7010,Customer Service,,,2430,Contracted Services,N,0,0,0,0,4500
7345,0042,Water Supply System,EXPENSES,,061,Field Operations,6100,Field,7010,Customer Service,,,3400,Materials & Supplies,N,0,1180410,45000,1135410,189169
7346,0042,Water Supply System,EXPENSES,,061,Field Operations,6100,Field,7010,Customer Service,,,3440,"Property Plant & Equipment < $5,000",N,0,6385621,0,6385621,195862
7347,0042,Water Supply System,EXPENSES,,061,Field Operations,6100,Field,7010,Customer Service,,,4220,Life Insurance,N,0,22403,236,22167,26047
7348,0042,Water Supply System,EXPENSES,,061,Field Operations,6100,Field,7010,Customer Service,,,4230,Medical Insurance,N,0,2224749,17352,2207397,2031342
7349,0042,Water Supply System,EXPENSES,,061,Field Operations,6100,Field,7010,Customer Service,,,4238,Veba Funding,N,0,1792000,0,1792000,2068800
7350,0042,Water Supply System,EXPENSES,,061,Field Operations,6100,Field,7010,Customer Service,,,4240,Workers Comp,N,0,301600,0,301600,314400
7351,0042,Water Supply System,EXPENSES,,061,Field Operations,6100,Field,7010,Customer Service,,,4250,Social Security-Employer,N,0,882854,6713,876141,820307
7352,0042,Water Supply System,EXPENSES,,061,Field Operations,6100,Field,7010,Customer Service,,,4259,Retirement Contribution,N,0,1934400,0,1934400,2128800
7353,0042,Water Supply System,EXPENSES,,061,Field Operations,6100,Field,7010,Customer Service,,,4270,Dental Insurance,N,0,201615,1572,200043,170358
7354,0042,Water Supply System,EXPENSES,,061,Field Operations,6100,Field,7010,Customer Service,,,4280,Optical Insurance,N,0,21566,168,21398,17656
7355,0042,Water Supply System,EXPENSES,,061,Field Operations,6100,Field,7010,Customer Service,,,4440,Unemployment Compensation,N,0,50440,0,50440,43714
7356,0042,Water Supply System,EXPENSES,,061,Field Operations,6100,Field,7010,Customer Service,,,,,Y,0,28374403,159601,28214802,18646764
7357,0042,Water Supply System,EXPENSES,,061,Field Operations,6100,Field,7031,Revolving Equipment,,,2410,Rent City Vehicles,N,0,3496,8429172,-8425676,-4133564
7358,0042,Water Supply System,EXPENSES,,061,Field Operations,6100,Field,7031,Revolving Equipment,,,2421,Fleet Maintenance & Repair,N,0,2531626,0,2531626,4865109
7359,0042,Water Supply System,EXPENSES,,061,Field Operations,6100,Field,7031,Revolving Equipment,,,2422,Fleet Fuel,N,0,583931,0,583931,1545096
7360,0042,Water Supply System,EXPENSES,,061,Field Operations,6100,Field,7031,Revolving Equipment,,,2423,Fleet Depreciation,N,0,4527200,0,4527200,2901600
7361,0042,Water Supply System,EXPENSES,,061,Field Operations,6100,Field,7031,Revolving Equipment,,,2424,Fleet Management,N,0,109600,0,109600,58400
7362,0042,Water Supply System,EXPENSES,,061,Field Operations,6100,Field,7031,Revolving Equipment,,,,,Y,0,7755853,8429172,-673319,5236641
7363,0042,Water Supply System,EXPENSES,,061,Field Operations,6100,Field,7033,DCU Maintenance,,,1100,Permanent Time Worked,N,0,58900,0,58900,129542
7364,0042,Water Supply System,EXPENSES,,061,Field Operations,6100,Field,7033,DCU Maintenance,,,2240,Telecommunications,N,0,49070,0,49070,53760
7365,0042,Water Supply System,EXPENSES,,061,Field Operations,6100,Field,7033,DCU Maintenance,,,2410,Rent City Vehicles,N,0,33584,0,33584,37672
